geneModel	change	counterfactual_fate	current_fate
Vvinifera:chr18:30685592-30814616-rc	added	grid_absent	retained
Vvinifera:chr18:30694424-30725144	added	grid_absent	retained
Vvinifera:chr18:30699585-30761025	removed	retained	grid_absent
Vvinifera:chr18:30699585-30761025-rc	removed	retained	grid_absent
Vvinifera:chr18:30709982-30740702	removed	retained	grid_absent
Vvinifera:chr18:30709982-30740702-rc	removed	retained	grid_absent
Vvinifera:chr18:30725144-30755864	added	grid_absent	retained
Vvinifera:chr18:30725144-30755864-rc	added	grid_absent	retained
Vvinifera:chr18:30740702-30771422	removed	retained	grid_absent
Vvinifera:chr18:30740702-30771422-rc	removed	retained	grid_absent
Vvinifera:chr18:30744542-30805982	added	grid_absent	retained
Vvinifera:chr18:30744542-30805982-rc	added	grid_absent	retained
Vvinifera:chr18:3074456-3203480	added	grid_absent	retained
Vvinifera:chr18:30755864-30786584	added	grid_absent	retained
Vvinifera:chr18:30755864-30786584-rc	added	grid_absent	retained
Vvinifera:chr18:30761025-30822465	removed	retained	grid_absent
Vvinifera:chr18:30761025-30822465-rc	removed	retained	grid_absent
Vvinifera:chr18:30761979-30891003	removed	retained	grid_absent
Vvinifera:chr18:30761979-30891003-rc	removed	retained	grid_absent
Vvinifera:chr18:30771422-30802142	removed	retained	grid_absent
Vvinifera:chr18:3077144-3107864	added	grid_absent	retained
Vvinifera:chr18:30786584-30817304	added	grid_absent	retained
Vvinifera:chr18:30802142-30832862	removed	retained	grid_absent
Vvinifera:chr18:30805982-30867422	added	grid_absent	retained
Vvinifera:chr18:30814616-30943640	added	grid_absent	retained
Vvinifera:chr18:30814616-30943640-rc	added	grid_absent	retained
Vvinifera:chr18:30817304-30848024	added	grid_absent	retained
Vvinifera:chr18:30822465-30883905	removed	retained	grid_absent
Vvinifera:chr18:30822465-30883905-rc	removed	retained	grid_absent
Vvinifera:chr18:30832862-30863582	removed	retained	grid_absent
Vvinifera:chr18:30848024-30878744	added	grid_absent	retained
Vvinifera:chr18:30848024-30878744-rc	added	grid_absent	retained
Vvinifera:chr18:30863582-30894302	removed	retained	grid_absent
Vvinifera:chr18:30863582-30894302-rc	removed	retained	grid_absent
Vvinifera:chr18:30867422-30928862	added	grid_absent	retained
Vvinifera:chr18:30867422-30928862-rc	added	grid_absent	retained
Vvinifera:chr18:30878744-30909464	added	grid_absent	retained
Vvinifera:chr18:30883905-30945345	removed	retained	grid_absent
Vvinifera:chr18:30883905-30945345-rc	removed	retained	grid_absent
Vvinifera:chr18:30891003-31020027	removed	retained	grid_absent
Vvinifera:chr18:30891003-31020027-rc	removed	retained	grid_absent
Vvinifera:chr18:30894302-30925022	removed	retained	grid_absent
Vvinifera:chr18:30894302-30925022-rc	removed	retained	grid_absent
Vvinifera:chr18:30909464-30940184	added	grid_absent	retained
Vvinifera:chr18:30909464-30940184-rc	added	grid_absent	retained
Vvinifera:chr18:30925022-30955742	removed	retained	grid_absent
Vvinifera:chr18:3092702-3123422	removed	retained	grid_absent
Vvinifera:chr18:30928862-30990302	added	grid_absent	retained
Vvinifera:chr18:30928862-30990302-rc	added	grid_absent	retained
Vvinifera:chr18:30940184-30970904	added	grid_absent	retained
Vvinifera:chr18:30943640-31072664	added	grid_absent	retained
Vvinifera:chr18:30943640-31072664-rc	added	grid_absent	retained
Vvinifera:chr18:30945345-31006785	removed	retained	grid_absent
Vvinifera:chr18:30945345-31006785-rc	removed	retained	grid_absent
Vvinifera:chr18:30955742-30986462	removed	retained	grid_absent
Vvinifera:chr18:30955742-30986462-rc	removed	retained	grid_absent
Vvinifera:chr18:3096542-3157982	added	grid_absent	retained
Vvinifera:chr18:30970904-31001624	added	grid_absent	retained
Vvinifera:chr18:30970904-31001624-rc	added	grid_absent	retained
Vvinifera:chr18:30986462-31017182	removed	retained	grid_absent
Vvinifera:chr18:30986462-31017182-rc	removed	retained	grid_absent
Vvinifera:chr18:30990302-31051742	added	grid_absent	retained
Vvinifera:chr18:30990302-31051742-rc	added	grid_absent	retained
Vvinifera:chr18:31001624-31032344	added	grid_absent	retained
Vvinifera:chr18:31006785-31068225	removed	retained	grid_absent
Vvinifera:chr18:31017182-31047902	removed	retained	grid_absent
Vvinifera:chr18:31020027-31149051	removed	retained	grid_absent
Vvinifera:chr18:31020027-31149051-rc	removed	retained	grid_absent
Vvinifera:chr18:31032344-31063064	added	grid_absent	retained
Vvinifera:chr18:31047902-31078622	removed	retained	grid_absent
Vvinifera:chr18:31051742-31113182	added	grid_absent	retained
Vvinifera:chr18:31051742-31113182-rc	added	grid_absent	retained
Vvinifera:chr18:31063064-31093784	added	grid_absent	retained
Vvinifera:chr18:31068225-31129665	removed	retained	grid_absent
Vvinifera:chr18:31068225-31129665-rc	removed	retained	grid_absent
Vvinifera:chr18:31072664-31201688	added	grid_absent	retained
Vvinifera:chr18:31072664-31201688-rc	added	grid_absent	retained
Vvinifera:chr18:31078622-31109342	removed	retained	grid_absent
Vvinifera:chr18:31078622-31109342-rc	removed	retained	grid_absent
Vvinifera:chr18:3107864-3138584	added	grid_absent	retained
Vvinifera:chr18:31093784-31124504	added	grid_absent	retained
Vvinifera:chr18:31109342-31140062	removed	retained	grid_absent
Vvinifera:chr18:31113182-31174622	added	grid_absent	retained
Vvinifera:chr18:31124504-31155224	added	grid_absent	retained
Vvinifera:chr18:31129665-31191105	removed	retained	grid_absent
Vvinifera:chr18:3113025-3174465	removed	retained	grid_absent
Vvinifera:chr18:31140062-31170782	removed	retained	grid_absent
Vvinifera:chr18:31149051-31278075	removed	retained	grid_absent
Vvinifera:chr18:31155224-31185944	added	grid_absent	retained
Vvinifera:chr18:31170782-31201502	removed	retained	grid_absent
Vvinifera:chr18:31174622-31236062	added	grid_absent	retained
Vvinifera:chr18:31185944-31216664	added	grid_absent	retained
Vvinifera:chr18:31191105-31252545	removed	retained	grid_absent
Vvinifera:chr18:31201502-31232222	removed	retained	grid_absent
Vvinifera:chr18:31201688-31330712	added	grid_absent	retained
Vvinifera:chr18:31216664-31247384	added	grid_absent	retained
Vvinifera:chr18:312315-441339	removed	retained	grid_absent
Vvinifera:chr18:312315-441339-rc	removed	retained	grid_absent
Vvinifera:chr18:31232222-31262942	removed	retained	grid_absent
Vvinifera:chr18:3123422-3154142	removed	retained	grid_absent
Vvinifera:chr18:312344-343064	added	grid_absent	retained
Vvinifera:chr18:31236062-31297502	added	grid_absent	retained
Vvinifera:chr18:31247384-31278104	added	grid_absent	retained
Vvinifera:chr18:31252545-31313985	removed	retained	grid_absent
Vvinifera:chr18:31262942-31293662	removed	retained	grid_absent
Vvinifera:chr18:31278075-31407099	removed	retained	grid_absent
Vvinifera:chr18:31278075-31407099-rc	removed	retained	grid_absent
Vvinifera:chr18:31278104-31308824	added	grid_absent	retained
Vvinifera:chr18:31293662-31324382	removed	retained	grid_absent
Vvinifera:chr18:31297502-31358942	added	grid_absent	retained
Vvinifera:chr18:31297502-31358942-rc	added	grid_absent	retained
Vvinifera:chr18:31308824-31339544	added	grid_absent	retained
Vvinifera:chr18:31313985-31375425	removed	retained	grid_absent
Vvinifera:chr18:31313985-31375425-rc	removed	retained	grid_absent
Vvinifera:chr18:31324382-31355102	removed	retained	grid_absent
Vvinifera:chr18:31324382-31355102-rc	removed	retained	grid_absent
Vvinifera:chr18:31330712-31459736	added	grid_absent	retained
Vvinifera:chr18:31330712-31459736-rc	added	grid_absent	retained
Vvinifera:chr18:31339544-31370264	added	grid_absent	retained
Vvinifera:chr18:31339544-31370264-rc	added	grid_absent	retained
Vvinifera:chr18:31355102-31385822	removed	retained	grid_absent
Vvinifera:chr18:31358942-31420382	added	grid_absent	retained
Vvinifera:chr18:31358942-31420382-rc	added	grid_absent	retained
Vvinifera:chr18:31370264-31400984	added	grid_absent	retained
Vvinifera:chr18:31370264-31400984-rc	added	grid_absent	retained
Vvinifera:chr18:31375425-31436865	removed	retained	grid_absent
Vvinifera:chr18:31375425-31436865-rc	removed	retained	grid_absent
Vvinifera:chr18:31385822-31416542	removed	retained	grid_absent
Vvinifera:chr18:3138584-3169304	added	grid_absent	retained
Vvinifera:chr18:31407099-31536123	removed	retained	grid_absent
Vvinifera:chr18:31407099-31536123-rc	removed	retained	grid_absent
Vvinifera:chr18:31431704-31462424	added	grid_absent	retained
Vvinifera:chr18:31436865-31498305	removed	retained	grid_absent
Vvinifera:chr18:31436865-31498305-rc	removed	retained	grid_absent
Vvinifera:chr18:31459736-31588760	added	grid_absent	retained
Vvinifera:chr18:31459736-31588760-rc	added	grid_absent	retained
Vvinifera:chr18:31462424-31493144	added	grid_absent	retained
Vvinifera:chr18:31462424-31493144-rc	added	grid_absent	retained
Vvinifera:chr18:31477982-31508702	removed	retained	grid_absent
Vvinifera:chr18:31477982-31508702-rc	removed	retained	grid_absent
Vvinifera:chr18:31481822-31543262	added	grid_absent	retained
Vvinifera:chr18:31493144-31523864	added	grid_absent	retained
Vvinifera:chr18:31498305-31559745	removed	retained	grid_absent
Vvinifera:chr18:3150843-3279867	removed	retained	grid_absent
Vvinifera:chr18:31508702-31539422	removed	retained	grid_absent
Vvinifera:chr18:31523864-31554584	added	grid_absent	retained
Vvinifera:chr18:31536123-31665147	removed	retained	grid_absent
Vvinifera:chr18:31536123-31665147-rc	removed	retained	grid_absent
Vvinifera:chr18:31539422-31570142	removed	retained	grid_absent
Vvinifera:chr18:3154142-3184862	removed	retained	grid_absent
Vvinifera:chr18:31543262-31604702	added	grid_absent	retained
Vvinifera:chr18:31543262-31604702-rc	added	grid_absent	retained
Vvinifera:chr18:31554584-31585304	added	grid_absent	retained
Vvinifera:chr18:31559745-31621185	removed	retained	grid_absent
Vvinifera:chr18:31559745-31621185-rc	removed	retained	grid_absent
Vvinifera:chr18:31570142-31600862	removed	retained	grid_absent
Vvinifera:chr18:31570142-31600862-rc	removed	retained	grid_absent
Vvinifera:chr18:3157982-3219422	added	grid_absent	retained
Vvinifera:chr18:31585304-31616024	added	grid_absent	retained
Vvinifera:chr18:31585304-31616024-rc	added	grid_absent	retained
Vvinifera:chr18:31588760-31717784	added	grid_absent	retained
Vvinifera:chr18:31588760-31717784-rc	added	grid_absent	retained
Vvinifera:chr18:31600862-31631582	removed	retained	grid_absent
Vvinifera:chr18:31600862-31631582-rc	removed	retained	grid_absent
Vvinifera:chr18:31604702-31666142	added	grid_absent	retained
Vvinifera:chr18:31604702-31666142-rc	added	grid_absent	retained
Vvinifera:chr18:31616024-31646744	added	grid_absent	retained
Vvinifera:chr18:31621185-31682625	removed	retained	grid_absent
Vvinifera:chr18:31646744-31677464	added	grid_absent	retained
Vvinifera:chr18:31662302-31693022	removed	retained	grid_absent
Vvinifera:chr18:31665147-31794171	removed	retained	grid_absent
Vvinifera:chr18:31665147-31794171-rc	removed	retained	grid_absent
Vvinifera:chr18:31666142-31727582	added	grid_absent	retained
Vvinifera:chr18:31666142-31727582-rc	added	grid_absent	retained
Vvinifera:chr18:31677464-31708184	added	grid_absent	retained
Vvinifera:chr18:31677464-31708184-rc	added	grid_absent	retained
Vvinifera:chr18:31682625-31744065	removed	retained	grid_absent
Vvinifera:chr18:31682625-31744065-rc	removed	retained	grid_absent
Vvinifera:chr18:31693022-31723742	removed	retained	grid_absent
Vvinifera:chr18:31693022-31723742-rc	removed	retained	grid_absent
Vvinifera:chr18:3169304-3200024	added	grid_absent	retained
Vvinifera:chr18:31708184-31738904	added	grid_absent	retained
Vvinifera:chr18:31717784-31846808	added	grid_absent	retained
Vvinifera:chr18:31717784-31846808-rc	added	grid_absent	retained
Vvinifera:chr18:31723742-31754462	removed	retained	grid_absent
Vvinifera:chr18:31727582-31789022	added	grid_absent	retained
Vvinifera:chr18:31738904-31769624	added	grid_absent	retained
Vvinifera:chr18:31744065-31805505	removed	retained	grid_absent
Vvinifera:chr18:3174465-3235905	removed	retained	grid_absent
Vvinifera:chr18:31754462-31785182	removed	retained	grid_absent
Vvinifera:chr18:31769624-31800344	added	grid_absent	retained
Vvinifera:chr18:31785182-31815902	removed	retained	grid_absent
Vvinifera:chr18:31789022-31850462	added	grid_absent	retained
Vvinifera:chr18:31789022-31850462-rc	added	grid_absent	retained
Vvinifera:chr18:31794171-31923195	removed	retained	grid_absent
Vvinifera:chr18:31794171-31923195-rc	removed	retained	grid_absent
Vvinifera:chr18:31805505-31866945	removed	retained	grid_absent
Vvinifera:chr18:31805505-31866945-rc	removed	retained	grid_absent
Vvinifera:chr18:31815902-31846622	removed	retained	grid_absent
Vvinifera:chr18:31815902-31846622-rc	removed	retained	grid_absent
Vvinifera:chr18:31831064-31861784	added	grid_absent	retained
Vvinifera:chr18:31846622-31877342	removed	retained	grid_absent
Vvinifera:chr18:31846808-31975832	added	grid_absent	retained
Vvinifera:chr18:31846808-31975832-rc	added	grid_absent	retained
Vvinifera:chr18:3184862-3215582	removed	retained	grid_absent
Vvinifera:chr18:31850462-31911902	added	grid_absent	retained
Vvinifera:chr18:31861784-31892504	added	grid_absent	retained
Vvinifera:chr18:31866945-31928385	removed	retained	grid_absent
Vvinifera:chr18:31866945-31928385-rc	removed	retained	grid_absent
Vvinifera:chr18:31877342-31908062	removed	retained	grid_absent
Vvinifera:chr18:31892504-31923224	added	grid_absent	retained
Vvinifera:chr18:31908062-31938782	removed	retained	grid_absent
Vvinifera:chr18:31908062-31938782-rc	removed	retained	grid_absent
Vvinifera:chr18:31911902-31973342	added	grid_absent	retained
Vvinifera:chr18:31911902-31973342-rc	added	grid_absent	retained
Vvinifera:chr18:31923195-32052219	removed	retained	grid_absent
Vvinifera:chr18:31923195-32052219-rc	removed	retained	grid_absent
Vvinifera:chr18:31923224-31953944	added	grid_absent	retained
Vvinifera:chr18:31928385-31989825	removed	retained	grid_absent
Vvinifera:chr18:31928385-31989825-rc	removed	retained	grid_absent
Vvinifera:chr18:31938782-31969502	removed	retained	grid_absent
Vvinifera:chr18:31953944-31984664	added	grid_absent	retained
Vvinifera:chr18:31953944-31984664-rc	added	grid_absent	retained
Vvinifera:chr18:31969502-32000222	removed	retained	grid_absent
Vvinifera:chr18:31969502-32000222-rc	removed	retained	grid_absent
Vvinifera:chr18:31973342-32034782	added	grid_absent	retained
Vvinifera:chr18:31975832-32104856	added	grid_absent	retained
Vvinifera:chr18:31975832-32104856-rc	added	grid_absent	retained
Vvinifera:chr18:31984664-32015384	added	grid_absent	retained
Vvinifera:chr18:31989825-32051265	removed	retained	grid_absent
Vvinifera:chr18:31989825-32051265-rc	removed	retained	grid_absent
Vvinifera:chr18:32000222-32030942	removed	retained	grid_absent
Vvinifera:chr18:3200024-3230744	added	grid_absent	retained
Vvinifera:chr18:32015384-32046104	added	grid_absent	retained
Vvinifera:chr18:32015384-32046104-rc	added	grid_absent	retained
Vvinifera:chr18:32030942-32061662	removed	retained	grid_absent
Vvinifera:chr18:32030942-32061662-rc	removed	retained	grid_absent
Vvinifera:chr18:32034782-32096222	added	grid_absent	retained
Vvinifera:chr18:3203480-3332504	added	grid_absent	retained
Vvinifera:chr18:32046104-32076824	added	grid_absent	retained
Vvinifera:chr18:32051265-32112705	removed	retained	grid_absent
Vvinifera:chr18:32051265-32112705-rc	removed	retained	grid_absent
Vvinifera:chr18:32052219-32181243	removed	retained	grid_absent
Vvinifera:chr18:32052219-32181243-rc	removed	retained	grid_absent
Vvinifera:chr18:32061662-32092382	removed	retained	grid_absent
Vvinifera:chr18:32076824-32107544	added	grid_absent	retained
Vvinifera:chr18:32076824-32107544-rc	added	grid_absent	retained
Vvinifera:chr18:32092382-32123102	removed	retained	grid_absent
Vvinifera:chr18:32092382-32123102-rc	removed	retained	grid_absent
Vvinifera:chr18:32096222-32157662	added	grid_absent	retained
Vvinifera:chr18:32096222-32157662-rc	added	grid_absent	retained
Vvinifera:chr18:32104856-32233880	added	grid_absent	retained
Vvinifera:chr18:32104856-32233880-rc	added	grid_absent	retained
Vvinifera:chr18:32107544-32138264	added	grid_absent	retained
Vvinifera:chr18:32107544-32138264-rc	added	grid_absent	retained
Vvinifera:chr18:32112705-32174145	removed	retained	grid_absent
Vvinifera:chr18:32112705-32174145-rc	removed	retained	grid_absent
Vvinifera:chr18:32123102-32153822	removed	retained	grid_absent
Vvinifera:chr18:32123102-32153822-rc	removed	retained	grid_absent
Vvinifera:chr18:32138264-32168984	added	grid_absent	retained
Vvinifera:chr18:32138264-32168984-rc	added	grid_absent	retained
